tank,treatment,CO2,light,avalida,CO2_light_combo,CO2_avalida_combo,light_avalida_combo,shoot_id,mortality,broken,herbivory,wet_wt_b4_g,wet_wt_aft_g,wet_wt_change_g,shoot_length_b4_cm,shoot_length_aft_cm,shoot_length_change_cm,rhizome_length_b4_cm,rhizome_length_aft_cm,rhizome_length_change_cm,sheath_width_mm,sheath_width_cm,leaf3_growth_cm,foil_wt_abv_g,total_wt_abv_g,dry_wt_abv_g,foil_wt_blw_g,total_wt_blw_g,dry_wt_blw_g,root_shoot_ratio,boat_wt_g,boat_plus_epi_wt_g,epi_wt_g,epi_load,carbon,nitrogen,c_to_n_ratio
32,2,high,ambient,absent,high_ambient,high_absent,ambient_absent,32.5,1,1,0,17.4,,,75,124.3,49.3,5,8.1,3.1,10,1,88.1,2.3325,4.2504,1.9179,2.2823,2.9471,0.6648,0.346629126,,,,,,,
33,7,ambient,low,present,ambient_low,ambient_present,low_present,33.1,0,1,1,13.2,12.6,-0.6,75,123,48,5,7.3,2.3,7,0.7,89.2,2.1575,3.2919,1.1344,2.0383,2.3262,0.2879,0.25379055,4.83,5.7002,0.8702,0.767101551,29.865,1.842,18.90770662
33,7,ambient,low,present,ambient_low,ambient_present,low_present,33.2,0,1,1,24.8,24.2,-0.6,75,120,45,5,9.1,4.1,10,1,,1.6811,3.8902,2.2091,2.1857,2.9203,0.7346,0.332533611,4.79,5.9071,1.1171,0.505681047,28.71,1.84,18.19622638
33,7,ambient,low,present,ambient_low,ambient_present,low_present,33.3,0,,1,16.9,14.1,-2.8,75,130.7,55.7,5,5.8,0.8,,,,2.3571,3.7672,1.4101,2.0894,2.2641,0.1747,0.123891923,,,,,27.878,1.552,20.94767651
33,7,ambient,low,present,ambient_low,ambient_present,low_present,33.4,0,1,1,15.6,13.2,-2.4,75,60.3,-14.7,5,8.2,3.2,9,0.9,,2.0081,3.0763,1.0682,2.0691,2.621,0.5519,0.516663546,4.731,5.5047,0.7737,0.724302565,,,
33,7,ambient,low,present,ambient_low,ambient_present,low_present,33.5,0,1,1,13.1,13.4,0.3,75,104.8,29.8,5,10.7,5.7,8,0.8,,2.1995,3.4091,1.2096,1.9277,2.4355,0.5078,0.419808201,,,,,,,
34,4,high,low,absent,high_low,high_absent,low_absent,34.1,0,1,0,10.7,6.5,-4.2,75,87,12,5,6.9,1.9,8,0.8,74.3,1.895,2.5107,0.6157,2.189,2.4232,0.2342,0.380380055,4.948,5.4946,0.5466,0.887770018,20.475,1.56,15.30612563
34,4,high,low,absent,high_low,high_absent,low_absent,34.2,0,0,0,12.5,12.2,-0.3,75,98,23,5,8.5,3.5,9,0.9,35.5,2.2466,3.2669,1.0203,2.1215,2.602,0.4805,0.47093992,4.769,5.8406,1.0716,1.05027933,23.205,1.684,16.06961409
34,4,high,low,absent,high_low,high_absent,low_absent,34.3,1,,,19.7,,,75,,,5,,,,,,2.3799,,,1.6515,,,,,,,,,,
34,4,high,low,absent,high_low,high_absent,low_absent,34.4,0,1,0,19.9,20.8,0.9,75,130.7,55.7,5,9.3,4.3,9,0.9,94,2.0872,4.0089,1.9217,2.1075,2.7652,0.6577,0.34224905,4.783,7.1706,2.3876,1.242441588,25.199,1.646,17.85333842
34,4,high,low,absent,high_low,high_absent,low_absent,34.5,0,1,0,19.4,20.5,1.1,75,116,41,5,7.9,2.9,9,0.9,67.8,2.1099,3.8118,1.7019,1.9941,2.6118,0.6177,0.362947294,,,,,,,
35,7,ambient,low,present,ambient_low,ambient_present,low_present,35.1,0,1,1,18,16.6,-1.4,75,88.1,13.1,5,8.8,3.8,9,0.9,,2.0535,3.2925,1.239,1.9571,2.356,0.3989,0.321953188,4.928,5.4917,0.5637,0.45496368,27.753,1.859,17.40990926
35,7,ambient,low,present,ambient_low,ambient_present,low_present,35.2,0,1,1,13.7,12.4,-1.3,75,81.4,6.4,5,10,5,8,0.8,,2.1766,3.0974,0.9208,2.0561,2.4659,0.4098,0.445047785,4.819,5.3121,0.4931,0.535512598,26.553,1.772,17.47494589
35,7,ambient,low,present,ambient_low,ambient_present,low_present,35.3,0,1,1,13.9,12.3,-1.6,75,51.3,-23.7,5,7.9,2.9,7,0.7,,1.9723,2.9362,0.9639,1.8431,2.1675,0.3244,0.336549435,4.572,4.8885,0.3165,0.328353564,23.751,1.639,16.89930747
35,7,ambient,low,present,ambient_low,ambient_present,low_present,35.4,0,,1,16.2,12.6,-3.6,75,71.9,-3.1,5,7.4,2.4,9,0.9,,2.0608,3.0783,1.0175,1.9353,2.3397,0.4044,0.397444717,,,,,,,
35,7,ambient,low,present,ambient_low,ambient_present,low_present,35.5,0,1,1,14.3,13.9,-0.4,75,85,10,5,7.3,2.3,8,0.8,52,1.6918,2.9059,1.2141,2.08,2.3331,0.2531,0.208467177,,,,,,,
36,6,high,ambient,present,high_ambient,high_present,ambient_present,36.1,0,1,1,18.9,16.5,-2.4,75,101.8,26.8,5,10,5,9,0.9,52.6,2.232,3.5703,1.3383,2.0676,2.6264,0.5588,0.417544646,4.828,4.9822,0.1542,0.115220803,27.618,1.834,17.5613887
36,6,high,ambient,present,high_ambient,high_present,ambient_present,36.2,0,1,1,24,19.1,-4.9,75,129.8,54.8,5,10.5,5.5,9,0.9,75.5,1.9876,3.8824,1.8948,2.2453,2.8312,0.5859,0.309214693,4.69,5.4315,0.7415,0.391334178,27.701,1.729,18.68385188
36,6,high,ambient,present,high_ambient,high_present,ambient_present,36.3,0,1,1,18.5,18.9,0.4,75,97,22,5,9.4,4.4,8,0.8,,2.0406,3.3128,1.2722,2.2084,2.8307,0.6223,0.489152649,5.069,4.81,,,27.141,1.701,18.6074771
36,6,high,ambient,present,high_ambient,high_present,ambient_present,36.4,0,1,1,12.8,10.5,-2.3,75,70.4,-4.6,5,7.4,2.4,7,0.7,,1.8771,2.7074,0.8303,1.7594,2.2055,0.4461,0.537275683,,,,,,,
36,6,high,ambient,present,high_ambient,high_present,ambient_present,36.5,0,1,1,15.1,14.47,-0.63,75,90,15,5,8.2,3.2,9,0.9,,2.3217,3.4539,1.1322,2.0156,2.5225,0.5069,0.447712418,,,,,,,
37,5,ambient,ambient,present,ambient_ambient,ambient_present,ambient_present,37.1,0,1,1,19.5,19.8,0.3,75,119.6,44.6,5,10.1,5.1,9,0.9,52.3,2.1612,4.2613,2.1001,2.0142,2.5868,0.5726,0.272653683,4.5043,6.9245,2.4202,1.152421313,28.496,1.61,20.64067938
37,5,ambient,ambient,present,ambient_ambient,ambient_present,ambient_present,37.2,0,1,1,17.2,16.4,-0.8,75,124.4,49.4,5,8.7,3.7,9,0.9,43.9,1.9652,3.7427,1.7775,1.96,2.5048,0.5448,0.30649789,4.4946,7.1098,2.6152,1.471279887,27.624,1.553,20.74345394
37,5,ambient,ambient,present,ambient_ambient,ambient_present,ambient_present,37.3,0,1,1,22.3,18.1,-4.2,75,114.5,39.5,5,10.2,5.2,8,0.8,29,2.029,3.7815,1.7525,1.87,2.4324,0.5624,0.320912981,4.7105,5.9961,1.2856,0.733580599,26.253,1.514,20.22176342
37,5,ambient,ambient,present,ambient_ambient,ambient_present,ambient_present,37.4,0,1,1,19.6,19.2,-0.4,75,114.6,39.6,5,9.2,4.2,7,0.7,,2.1024,3.8816,1.7792,2.04,2.5434,0.5034,0.282936151,,,,,,,
37,5,ambient,ambient,present,ambient_ambient,ambient_present,ambient_present,37.5,0,1,1,14.4,13.8,-0.6,75,121,46,5,8.8,3.8,9,0.9,,1.9404,3.2211,1.2807,2.0295,2.4212,0.3917,0.305848364,,,,,,,
38,3,ambient,low,absent,ambient_low,ambient_absent,low_absent,38.1,0,1,0,18.9,15.1,-3.8,75,92.5,17.5,5,9.1,4.1,7,0.7,,1.6067,2.6633,1.0566,1.9073,2.401,0.4937,0.467253454,4.923,6.6333,1.7103,1.618682567,25.07,1.811,16.14365416
38,3,ambient,low,absent,ambient_low,ambient_absent,low_absent,38.2,1,,,22.9,,,75,,,5,,,,,,2.1629,,,1.8886,,,,,,,,,,
38,3,ambient,low,absent,ambient_low,ambient_absent,low_absent,38.3,0,0,0,18.8,15.5,-3.3,75,110.7,35.7,5,10.6,5.6,9,0.9,,1.7436,2.9588,1.2152,2.0179,2.4951,0.4772,0.392692561,4.2648,6.1313,1.8665,1.535961159,23.338,1.894,14.36976357
38,3,ambient,low,absent,ambient_low,ambient_absent,low_absent,38.4,0,0,0,22.8,18.1,-4.7,75,122,47,5,8.3,3.3,10,1,79.1,2.083,3.4574,1.3744,1.9883,2.6536,0.6653,0.484065774,4.799,6.6732,1.8742,1.363649593,23.876,1.652,16.8545627
38,3,ambient,low,absent,ambient_low,ambient_absent,low_absent,38.5,0,1,0,13.6,10.4,-3.2,75,99.2,24.2,5,10.9,5.9,7,0.7,65.4,2.006,2.7759,0.7699,1.9784,2.3136,0.3352,0.435381218,,,,,,,
39,4,high,low,absent,high_low,high_absent,low_absent,39.1,1,,,21.1,,,75,,,5,,,,,,1.9251,,,1.994,,,,,,,,,,
39,4,high,low,absent,high_low,high_absent,low_absent,39.2,0,1,0,18.5,10.2,-8.3,75,100.3,25.3,5,7,2,9,0.9,38.9,1.3976,2.216,0.8184,2.2179,2.6679,0.45,0.549853372,4.045,5.5892,1.5442,1.886852395,25.024,1.668,17.49551161
39,4,high,low,absent,high_low,high_absent,low_absent,39.3,0,1,0,15.9,5.5,-10.4,75,71.8,-3.2,5,8.2,3.2,7,0.7,,2.0359,2.4604,0.4245,2.133,2.4251,0.2921,0.688103651,4.613,5.086,0.473,1.114252061,26.778,1.583,19.72709718
39,4,high,low,absent,high_low,high_absent,low_absent,39.4,0,1,0,16.4,13.4,-3,75,105.9,30.9,5,8.5,3.5,8,0.8,56,2.1602,3.3138,1.1536,1.7409,2.1925,0.4516,0.39147018,4.843,6.6631,1.8201,1.577756588,24.939,1.803,16.13055351
39,4,high,low,absent,high_low,high_absent,low_absent,39.5,0,1,0,14,12.2,-1.8,75,128.3,53.3,5,8,3,8,0.8,,1.9721,3.0651,1.093,2.0677,2.342,0.2743,0.250960659,,,,,,,
40,6,high,ambient,present,high_ambient,high_present,ambient_present,40.1,0,1,1,17.6,18.3,0.7,75,127,52,5,8.8,3.8,8,0.8,71,2.1651,3.9238,1.7587,2.0412,2.5057,0.4645,0.26411554,4.597,4.9781,0.3811,0.216694149,28.499,1.759,18.89425375
40,6,high,ambient,present,high_ambient,high_present,ambient_present,40.2,0,1,1,12.3,12.1,-0.2,75,76.5,1.5,5,8.1,3.1,6,0.6,,2.8484,2.7723,,1.906,2.26,0.354,,4.58,5.3448,0.7648,,26.435,1.638,18.82050962
40,6,high,ambient,present,high_ambient,high_present,ambient_present,40.3,0,1,1,11.7,9.7,-2,75,89.8,14.8,5,6.9,1.9,7,0.7,,2.0099,2.8781,0.8682,2.2171,2.5163,0.2992,0.344621055,4.865,5.3377,0.4727,0.544459802,27.147,1.572,20.13887763
40,6,high,ambient,present,high_ambient,high_present,ambient_present,40.4,0,1,1,23.2,23.4,0.2,75,130,55,5,9.2,4.2,9,0.9,80,1.9298,3.9749,2.0451,2.0443,2.6951,0.6508,0.318224048,,,,,,,
40,6,high,ambient,present,high_ambient,high_present,ambient_present,40.5,0,1,1,14.1,12.1,-2,75,92.5,17.5,5,8.2,3.2,7,0.7,,2.1386,2.9728,0.8342,1.9861,2.5764,0.5903,0.707624071,,,,,,,
41,1,ambient,ambient,absent,ambient_ambient,ambient_absent,ambient_absent,41.1,0,1,0,18.7,16.2,-2.5,75,159.8,84.8,5,9.5,4.5,8,0.8,113.7,1.7476,3.5729,1.8253,1.9398,2.3693,0.4295,0.235303786,4.2759,10.8814,6.6055,3.618857174,26.875,1.819,17.22985948
41,1,ambient,ambient,absent,ambient_ambient,ambient_absent,ambient_absent,41.2,0,1,0,18.1,13.8,-4.3,75,106.7,31.7,5,10.2,5.2,9,0.9,,2.1803,3.4298,1.2495,2.0743,2.5425,0.4682,0.374709884,4.4394,7.1982,2.7588,2.207923169,26.776,1.751,17.83304539
41,1,ambient,ambient,absent,ambient_ambient,ambient_absent,ambient_absent,41.3,0,1,0,18.6,14.3,-4.3,75,119.3,44.3,5,8,3,8,0.8,42.3,2.1962,3.4085,1.2123,1.8112,2.2277,0.4165,0.343561825,4.3477,7.1942,2.8465,2.348016168,24.66,1.661,17.3136806
41,1,ambient,ambient,absent,ambient_ambient,ambient_absent,ambient_absent,41.4,1,,,15.8,,,75,,,5,,,,,,2.0757,,,1.9866,,,,,,,,,,
41,1,ambient,ambient,absent,ambient_ambient,ambient_absent,ambient_absent,41.5,0,1,0,23.5,13.8,-9.7,75,118.5,43.5,5,7.9,2.9,8,0.8,65,1.8558,3.0638,1.208,1.9482,2.2901,0.3419,0.283029801,,,,,,,
42,5,ambient,ambient,present,ambient_ambient,ambient_present,ambient_present,42.1,0,1,1,18.1,14,-4.1,75,66.3,-8.7,5,9.7,4.7,8,0.8,,1.8102,3.1407,1.3305,1.7932,2.2946,0.5014,0.376850808,4.616,5.9382,1.3222,0.993761744,25.811,1.63,18.46644037
42,5,ambient,ambient,present,ambient_ambient,ambient_present,ambient_present,42.2,0,1,1,21.9,14.7,-7.2,75,105.4,30.4,5,8.2,3.2,9,0.9,,2.048,3.4814,1.4334,1.7817,2.1619,0.3802,0.265243477,4.631,5.5919,0.9609,0.670364169,27.201,1.735,18.28316392
42,5,ambient,ambient,present,ambient_ambient,ambient_present,ambient_present,42.3,0,1,1,15.4,15,-0.4,75,106.6,31.6,5,8.3,3.3,9,0.9,,2.1632,3.5582,1.395,1.8557,2.3222,0.4665,0.334408602,4.607,5.5121,0.9051,0.648817204,26.932,1.65,19.03490104
42,5,ambient,ambient,present,ambient_ambient,ambient_present,ambient_present,42.5,0,1,1,18,11.4,-6.6,75,77.5,2.5,5,10,5,9,0.9,,1.9656,2.8895,0.9239,1.9239,2.3806,0.4567,0.494317567,,,,,,,
43,3,ambient,low,absent,ambient_low,ambient_absent,low_absent,43.1,0,1,0,18,13.2,-4.8,75,111,36,5,9.5,4.5,8,0.8,,2.0628,3.2623,1.1995,2.0347,2.463,0.4283,0.357065444,4.961,6.8544,1.8934,1.578491038,26.589,1.888,16.42350987
43,3,ambient,low,absent,ambient_low,ambient_absent,low_absent,43.2,0,1,0,20.1,12.4,-7.7,75,86.4,11.4,5,8.2,3.2,,,,2.2935,3.1473,0.8538,2.3083,,,,5.103,5.7204,0.6174,0.723120169,24.217,1.756,16.08280484
43,3,ambient,low,absent,ambient_low,ambient_absent,low_absent,43.3,1,,,22,,,75,,,5,,,,,,1.9867,,,2.1074,,,,,,,,,,
43,3,ambient,low,absent,ambient_low,ambient_absent,low_absent,43.4,0,0,0,15.1,10.4,-4.7,75,108.8,33.8,5,9.8,4.8,7,0.7,,1.6834,2.6182,0.9348,1.9159,2.304,0.3881,0.41516902,4.802,6.1469,1.3449,1.438703466,26.394,2.062,14.92734303
43,3,ambient,low,absent,ambient_low,ambient_absent,low_absent,43.5,0,0,0,21.4,17.9,-3.5,75,93.2,18.2,5,9.1,4.1,7,0.7,64.7,1.7888,3.2474,1.4586,2.1446,2.6708,0.5262,0.36075689,,,,,,,
44,2,high,ambient,absent,high_ambient,high_absent,ambient_absent,44.1,0,1,0,19.1,15.4,-3.7,75,133.2,58.2,5,9.6,4.6,9,0.9,78,1.881,3.4436,1.5626,1.9464,2.6421,0.6957,0.445219506,4.608,7.4553,2.8473,1.822155382,27.21,1.406,22.56883715
44,2,high,ambient,absent,high_ambient,high_absent,ambient_absent,44.2,0,1,0,18.8,15.3,-3.5,75,127.3,52.3,5,8.9,3.9,8,0.8,79,1.8727,3.3437,1.471,2.1818,2.7104,0.5286,0.359347383,4.2352,7.9257,3.6905,2.508837525,28.468,1.549,21.4324343
44,2,high,ambient,absent,high_ambient,high_absent,ambient_absent,44.3,0,1,0,16.7,15.1,-1.6,75,140.3,65.3,5,10.3,5.3,9,0.9,82.2,1.9179,3.2094,1.2915,2.044,2.5276,0.4836,0.374448316,4.9018,7.1819,2.2801,1.765466512,28.396,1.978,16.7415954
44,2,high,ambient,absent,high_ambient,high_absent,ambient_absent,44.4,1,,,20.9,,,75,,,5,,,,,,1.46,,,2.1104,,,,,,,,,,
44,2,high,ambient,absent,high_ambient,high_absent,ambient_absent,44.5,0,1,0,17.5,17.1,-0.4,75,142.7,67.7,5,8.8,3.8,8,0.8,75.5,2.1487,3.8207,1.672,2.02,2.4062,0.3862,0.230980861,,,,,,,
45,4,high,low,absent,high_low,high_absent,low_absent,45.1,0,1,0,21.4,15.4,-6,75,135.8,60.8,5,9.1,4.1,7,0.7,70.6,2.1705,3.6148,1.4443,1.5207,2.0766,0.5559,0.384892335,4.487,6.3393,1.8523,1.282489787,23.806,1.599,17.36216692
45,4,high,low,absent,high_low,high_absent,low_absent,45.2,0,0,0,17.4,12.4,-5,75,120.8,45.8,5,9,4,8,0.8,83,2.0486,3.1743,1.1257,2.2307,2.6993,0.4686,0.416274318,4.434,6.7677,2.3337,2.073110065,27.099,2.116,14.93494279
45,4,high,low,absent,high_low,high_absent,low_absent,45.3,0,1,0,26.7,17.3,-9.4,75,98.8,23.8,5,11.3,6.3,8,0.8,53.6,2.0677,3.3451,1.2774,2.0352,2.9259,0.8907,0.697275716,,,,,24.377,1.773,16.03383771
45,4,high,low,absent,high_low,high_absent,low_absent,45.4,1,1,0,13.1,,,75,70.9,-4.1,5,8.3,3.3,7,0.7,,2.0584,2.757,0.6986,1.8775,2.2515,0.374,0.535356427,4.697,5.3985,0.7015,1.004151159,,,
45,4,high,low,absent,high_low,high_absent,low_absent,45.5,1,,,18.2,,,75,,,5,,,,,,2.0148,,,1.7842,,,,,,,,,,
46,1,ambient,ambient,absent,ambient_ambient,ambient_absent,ambient_absent,46.1,1,,,21.4,,,75,,,5,,,,,,2.0822,,,1.9734,,,,,,,,,,
46,1,ambient,ambient,absent,ambient_ambient,ambient_absent,ambient_absent,46.2,0,0,0,23.3,20.3,-3,75,143,68,5,10.6,5.6,9,0.9,84.1,1.678,3.5569,1.8789,1.9565,2.6462,0.6897,0.367076481,4.776,7.1053,2.3293,1.239714727,27.587,1.667,19.29900136
46,1,ambient,ambient,absent,ambient_ambient,ambient_absent,ambient_absent,46.3,0,1,0,14.6,11.9,-2.7,75,121.7,46.7,5,8.1,3.1,8,0.8,64.5,2.0199,3.0686,1.0487,2.1117,2.523,0.4113,0.392199867,4.716,7.4317,2.7157,2.589587108,23.2,1.271,21.28670277
46,1,ambient,ambient,absent,ambient_ambient,ambient_absent,ambient_absent,46.4,0,0,0,18.3,16.7,-1.6,75,134.5,59.5,5,9.3,4.3,9,0.9,106.6,1.9696,3.4952,1.5256,1.8289,2.4018,0.5729,0.375524384,4.712,8.2593,3.5473,2.325183534,26.679,1.476,21.07895862
46,1,ambient,ambient,absent,ambient_ambient,ambient_absent,ambient_absent,46.5,0,0,0,22.9,20.7,-2.2,75,142.2,67.2,5,9.3,4.3,9,0.9,87.5,2.0538,3.9966,1.9428,2.008,2.5053,0.4973,0.255970764,,,,,,,
47,1,ambient,ambient,absent,ambient_ambient,ambient_absent,ambient_absent,47.1,0,1,0,17.1,14.2,-2.9,75,134.5,59.5,5,9.4,4.4,8,0.8,78.5,2.1929,3.7144,1.5215,2.0162,2.431,0.4148,0.272625698,4.1979,5.7611,1.5632,1.027407164,23.299,1.204,22.56715211
47,1,ambient,ambient,absent,ambient_ambient,ambient_absent,ambient_absent,47.2,0,1,0,18.7,20.9,2.2,75,130,55,5,9.9,4.9,10,1,71.5,1.7336,3.694,1.9604,2.3862,2.9689,0.5827,0.297235258,4.252,6.3949,2.1429,1.093093246,25.232,1.188,24.76858503
47,1,ambient,ambient,absent,ambient_ambient,ambient_absent,ambient_absent,47.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,1,ambient,ambient,absent,ambient_ambient,ambient_absent,ambient_absent,47.4,0,1,0,16.1,16.3,0.2,75,135.3,60.3,5,8.7,3.7,8,0.8,70,1.9963,3.4839,1.4876,2.0608,2.476,0.4152,0.279107287,,,,,20.056,1.172,19.95642163
47,1,ambient,ambient,absent,ambient_ambient,ambient_absent,ambient_absent,47.5,1,,,14.3,,,75,,,5,,,,,,1.7362,,,2.0556,,,,,,,,,,
48,6,high,ambient,present,high_ambient,high_present,ambient_present,48.1,0,0,1,16.7,19.5,2.8,75,141.3,66.3,5,9.3,4.3,9,0.9,95.5,2.1075,3.8876,1.7801,2.0081,2.6839,0.6758,0.379641593,4.602,6.476,1.874,1.052749846,28.805,1.363,24.64551998
48,6,high,ambient,present,high_ambient,high_present,ambient_present,48.2,0,1,1,17.5,18.9,1.4,75,136.5,61.5,5,10.5,5.5,8,0.8,70.5,2.0211,3.9194,1.8983,1.9131,2.4273,0.5142,0.27087394,4.723,6.5214,1.7984,0.947373966,27.283,1.31,24.28772232
48,6,high,ambient,present,high_ambient,high_present,ambient_present,48.3,0,1,1,17.9,15.2,-2.7,75,94,19,5,9.5,4.5,8,0.8,,2.3293,3.6273,1.298,1.5382,2.0017,0.4635,0.357087827,4.835,6.1021,1.2671,0.976194145,22.617,1.111,23.74033816
48,6,high,ambient,present,high_ambient,high_present,ambient_present,48.4,0,1,1,18.1,17.9,-0.2,75,119.2,44.2,5,10.8,5.8,8,0.8,54.3,2.1294,3.829,1.6996,1.9683,2.477,0.5087,0.299305719,,,,,,,
48,6,high,ambient,present,high_ambient,high_present,ambient_present,48.5,1,,,21.1,,,75,,,5,,,,,,1.8127,,,2.0254,,,,,,,,,,
